image_id,v9_iou,v9_ari,used_v8,cov7,prec7,areaU7,cov8,prec8,areaU8
77,0.816177368162817,-0.006777086810903126,0,1.0,0.9841520423020921,1.016103159894722,1.0,0.9841520423020921,1.016103159894722
78,0.6313781738271615,-0.015620070560634225,0,1.0,0.9710669921176599,1.0297950688440602,1.0,0.9710669921176599,1.0297950688440602
79,0.9724637681141352,0.8962950961822824,0,0.8142572818601125,0.9787537024379129,0.8319327731092437,0.18675364882795223,0.990781865415235,0.18849118594806344
84,0.9582091113526905,0.9048045821217082,0,1.0,0.9692553999782916,1.031719812984686,1.0,0.9692553999782916,1.031719812984686
85,0.9471053416855151,0.9151813217203446,0,0.39286388224933955,0.9838925645872716,0.39929550886904014,0.6077336771920996,0.9836345125986256,0.6178450119511888
86,0.931614725451358,0.8327735314600846,0,1.0,0.9355120049250975,1.0689333698930628,1.0,0.9355120049250975,1.0689333698930628
88,0.9044157628111369,0.8065290908886418,0,0.8957828672098657,0.9626386629196865,0.9305494384496806,1.0,0.952440878821247,1.0499339352565513
91,0.9506644174111377,0.9008409236682487,0,0.6229598840756558,0.9869207998550111,0.6312156802928615,0.6229598840756558,0.9869207998550111,0.6312156802928615
93,0.6497099738189782,0.33923676447748546,0,0.41623153811726094,0.9919412182981749,0.41961310855835693,0.838049297992607,0.9828916927503548,0.8526364646012565
95,0.9745656972806905,0.9520644374886347,0,0.4839601858849636,0.98782329000919,0.4899258711347666,0.858753155702777,0.9763968114670177,0.8795124539709595
96,0.9733280541322679,0.9552520141063298,0,0.42764188649080737,0.9889090169692041,0.4324380495603517,0.8768824940047961,0.9786250825200279,0.89603517186251
101,0.8544103284798971,0.6614862160298591,1,0.0155545030784954,0.975,0.015953336490764514,1.0,0.9586360160581151,1.0431487897898646
102,0.8580424661566295,0.7039459645037986,0,0.909017035725687,0.9821271792299009,0.9255593928664713,0.909017035725687,0.9821271792299009,0.9255593928664713
103,0.7147562018804218,0.35153963108251135,0,0.6386962273984685,0.9527825124846745,0.6703483943390931,0.6195124884737201,0.9789356984478935,0.6328428817704366
104,0.9603293175228705,0.6309044689285838,0,0.9565542827388701,0.9728915662650602,0.9832074980473835,0.9565542827388701,0.9728915662650602,0.9832074980473835
106,0.9669905331323101,0.8586108022523139,0,0.8572430668841762,0.9628944185876058,0.8902773246329527,1.0,0.953180637838006,1.0491190864600326
107,0.5620755458254417,0.273489764786026,0,0.36341778838272526,0.9961058412381428,0.36483852753137463,0.46654887889109486,0.9986743605739239,0.46716817544307027
109,0.24499529913493776,-0.052300824988146796,0,0.29058823529411765,0.9247472856608012,0.31423529411764706,0.37658823529411767,0.9246100519930676,0.4072941176470588
118,0.8965870307065233,0.9208323650544092,0,1.0,0.9808419460549533,1.019532253919301,1.0,0.9808419460549533,1.019532253919301
121,0.9130097767086415,0.7987993016250067,0,0.9117785815379776,0.9520264907911661,0.9577239607904807,0.9117785815379776,0.9520264907911661,0.9577239607904807
122,0.9047257486457367,0.8176948513912358,0,0.4739375777090573,0.9980865420121522,0.4748461759173654,1.0,0.9573471287521556,1.0445531928459846
125,0.9215733707440051,0.9011278244571337,0,0.31563819421890227,0.9903699174564353,0.3187073725235466,1.0,0.9686806877349735,1.0323319259499837
