image_id,iou,iou_inv,iou_inv_robust,used_inversion,pred_fg_ratio,gt_fg_ratio,agg_iou,agg_iou_inv,agg_iou_inv_robust,agg_used_inversion,agg_num_segments
rwtd_129,0.5240825688072239,0.3060090309134633,0.5240825688072239,0,0.658355712890625,0.396148681640625,0.6110799925313779,0.6649184284419798,0.6649184284419798,1,4
rwtd_13,0.8333414634144309,0.0972935568199143,0.8333414634144309,0,0.617889404296875,0.5290679931640625,0.895039870252495,0.8802430298541574,0.895039870252495,0,3
rwtd_134,0.002134306659655088,0.9673762964386965,0.9673762964386965,1,0.4618072509765625,0.5269012451171875,0.971454335390151,0.9673878050347796,0.971454335390151,0,2
rwtd_139,0.4112485593545277,0.5745608551602528,0.5745608551602528,1,0.9693450927734375,0.431976318359375,0.5870819504721504,0.6197931358719747,0.6197931358719747,1,2
rwtd_14,0.00044012045401889275,0.25843106075655653,0.25843106075655653,1,0.11932373046875,0.5396881103515625,0.6122802459512233,0.4603118896483673,0.6122802459512233,0,1
rwtd_142,0.31336169340356035,0.20154670750379763,0.31336169340356035,0,0.2941131591796875,0.096893310546875,0.40134112335652544,0.9031066894529872,0.9031066894529872,1,5
rwtd_149,0.7954776480153617,0.09099394875754942,0.7954776480153617,0,0.6236114501953125,0.5892181396484375,0.7954776480153617,0.7226688574612046,0.7954776480153617,0,2
rwtd_15,0.43569606322838017,0.032304357118856736,0.43569606322838017,0,0.41485595703125,0.8989715576171875,0.9091189678851667,0.1598538479104413,0.9091189678851667,0,2
rwtd_16,0.6054843842925747,0.32684128417762925,0.6054843842925747,0,0.87847900390625,0.645599365234375,0.6455993652342765,0.37331411510339274,0.6455993652342765,0,5
rwtd_17,0.5962371826170966,0.3019080287275696,0.5962371826170966,0,0.854095458984375,0.7421417236328125,0.9151451814510123,0.801638244874113,0.9151451814510123,0,2
